ID,Consumer Type,Consumption (kWh),Generation (kWh),Date
d3bd53fe-3c99-4e02-b801-8a3569537f7d,Домогосподарство,263.19,141.97,2025-01-01
ba9cee3a-de02-48fa-9315-5eb475612459,Підприємство,1222.62,30.72,2025-02-19
f1be437e-2940-4df3-95b3-4684a5868a95,Домогосподарство,472.26,183.57,2025-02-27
49c26892-33f9-4dfd-9c42-fa3dea7887a2,Домогосподарство,101.39,4.75,2025-01-23
a74a1b35-7ac3-4d9d-8c41-94835b934450,Домогосподарство,403.95,48.97,2025-02-15
6057c974-b89b-4025-a174-fe5c835e0509,Підприємство,3633.97,1638.19,2025-01-28
28f6b3e0-8d31-468e-ac4d-e496cf45b75b,Домогосподарство,439.72,166.34,2025-02-18
69a165fa-952a-44f4-bbea-33ea593cd580,Домогосподарство,51.02,23.46,2025-01-16
f692c24e-2276-406e-b097-6be2b6ace447,Підприємство,3274.57,24.28,2025-01-02
62c7db97-fbf4-4e76-8285-06f100c21ce6,Підприємство,2605.83,1464.92,2025-01-31
c85dd729-14dc-4edd-8b07-2e4a930858ad,Підприємство,1488.09,498.69,2025-01-26
a943f458-82bf-4b93-a2f3-d99deccad99f,Домогосподарство,293.08,243.17,2025-02-09
e5efc3c1-568a-4044-8929-d39f37ceb265,Домогосподарство,416.79,169.63,2025-02-25
17f19436-7ae0-43af-95ac-81187be7d22b,Підприємство,2704.37,1393.17,2025-02-12
492881e9-470a-40e1-a2c6-964c5b20784b,Домогосподарство,474.0,335.82,2025-02-04
6c292bcd-9671-489f-adf1-f0c3f34ec339,Підприємство,1844.23,359.87,2025-02-07
f27b4b26-e9f7-4445-b6f7-8514a3f81f1e,Підприємство,4779.65,3242.59,2025-01-07
306d4106-3380-4df4-bc35-0cb84f29c070,Підприємство,3549.88,3170.5,2025-03-01
8fc04933-cd2a-4c9c-aae4-de7060910102,Домогосподарство,134.64,30.05,2025-01-18
20a377d4-fe38-4435-8f91-8c4e7e44d9df,Домогосподарство,468.39,350.68,2025-01-26
6a184eb3-8a6e-47ab-8564-fad04e24a0a7,Домогосподарство,233.38,29.36,2025-01-29
d0eef308-7344-491e-b3c5-e4bdf7ef24ec,Підприємство,4054.73,670.35,2025-01-06
5fd1a5d9-d9a3-416a-9da0-6993c6059784,Домогосподарство,479.49,332.3,2025-02-08
1f64c4d1-c343-4ce1-a835-78e9be3548e0,Домогосподарство,288.84,47.9,2025-01-25
50b475a4-5371-4c94-8a8b-d85174baaba5,Домогосподарство,376.36,64.55,2025-02-01
b48058da-51e6-4d05-9912-d5c15036b1c2,Домогосподарство,166.71,161.05,2025-01-17
3299aa7b-473f-4db8-9eea-97a29de5e09e,Підприємство,4760.56,164.98,2025-02-14
81dc3461-28f0-49b6-8556-eeabf8e775b0,Домогосподарство,115.56,51.69,2025-02-08
0dd33721-4df7-461a-8175-6e937fe0bb99,Домогосподарство,369.36,41.04,2025-02-05
cc2c7145-ad45-417e-845e-ec5d6fc4d918,Підприємство,2964.23,840.51,2025-01-15
268aceb4-eaae-46ce-aee4-9e927a8562ee,Домогосподарство,371.78,353.42,2025-02-13
b9f82006-dadf-4129-bb2d-f747a0d9753f,Підприємство,3986.45,2462.33,2025-01-31
49c69026-64fd-40bc-ab99-6808b6e5016e,Підприємство,3268.48,1077.42,2025-02-04
b1a95827-2193-4b74-a3d8-8e4e5b038b47,Підприємство,2677.49,1988.33,2025-02-06
97e602bb-5dad-4813-bd04-47c9a185686a,Підприємство,3409.17,2934.38,2025-03-02
e833cf96-1277-4e0e-bc49-4021e3faa69e,Підприємство,2370.27,1562.6,2025-02-05
410b9964-7c05-44f5-8ebc-f3f2844199fd,Домогосподарство,465.7,326.91,2025-01-10
e2307418-6835-434e-9002-102782e09ff0,Підприємство,4174.89,2898.07,2025-02-24
87a5fdd3-d4bc-41a0-81bf-110d157b7957,Підприємство,1097.21,82.16,2025-01-09
80052e19-94d0-4e4d-b312-4ec016112f2b,Домогосподарство,279.24,153.77,2025-01-12
0593b115-f034-4252-91d5-b82468a04ef8,Домогосподарство,367.83,190.67,2025-02-10
a2abdbfa-665a-4fdb-970a-61cd38c3b928,Підприємство,1606.88,136.78,2025-02-13
a40a57b5-8506-42d9-bd71-2f1eacd0f93f,Підприємство,4173.5,1872.9,2025-02-17
f1867659-1a4a-4d50-8387-a694730b8f26,Домогосподарство,405.86,10.05,2025-02-23
2653066a-98c5-439b-b300-9e3277347dd4,Підприємство,1708.09,10.95,2025-01-20
50152f58-0efe-4a2f-bc77-e71c57c6250a,Підприємство,4693.28,4347.39,2025-02-02
fd7955c4-636e-4b3c-a24a-ad31a65da825,Домогосподарство,101.89,14.6,2025-02-11
ef0d3730-b00f-4b69-8d59-40ee3c6dfd3e,Підприємство,4993.36,4063.21,2025-02-23
0ecb231e-088d-43fe-9be2-76198c288b93,Підприємство,4772.34,3088.56,2025-01-27
15e41f15-ea59-4c3a-a7e3-c5f5f3fb0f94,Домогосподарство,136.52,41.9,2025-02-05
c4717a71-2ffc-4fbd-8bcb-4b83af9d765c,Підприємство,4549.87,3237.49,2025-02-05
26199637-bc11-4aee-b416-1eb6b1b401b9,Підприємство,2758.43,2135.03,2025-01-26
eac0cd1e-51c4-42e2-aba0-b5e6a5025790,Підприємство,3202.4,2612.97,2025-02-26
75a63a17-8c00-4b94-a542-cda53159ad81,Підприємство,3748.63,569.21,2025-02-13
d81a5d49-eb79-4ed5-99aa-d0e6bd1991e4,Підприємство,1344.28,788.3,2025-02-18
e04d53cc-a9d9-4a5a-8608-3fa5032d1feb,Домогосподарство,336.39,137.71,2025-01-09
5bfa7bc8-383a-444f-8db5-4edbf36e5873,Підприємство,2721.7,1672.77,2025-01-19
1f62c225-11d3-4b7c-b967-0d13affb0d7a,Підприємство,1167.55,512.51,2025-02-18
7a161ccf-419d-486e-80f6-f5e832879dcb,Домогосподарство,239.8,66.63,2025-01-18
03349bd9-7270-4abe-b852-1e2793b42569,Підприємство,3819.86,982.55,2025-02-14
ecfb9522-696f-44a3-9e8d-85d9b04ab2a0,Домогосподарство,400.33,330.69,2025-02-27
5e31f041-f5cb-4de0-af7e-fa5ebfaee72e,Підприємство,1845.48,1554.71,2025-01-22
81bb442e-8b21-4bdd-ba1a-ceb465e35c19,Підприємство,1861.92,725.94,2025-02-28
33a639fa-ea62-48ce-a04e-6cef610fdf41,Підприємство,2277.37,1791.91,2025-02-07
a5169f08-438a-4c2b-ad86-e767d579fd41,Домогосподарство,55.97,34.55,2025-02-25
d576483e-7c41-4474-a70f-41dc59fb7ffb,Підприємство,1637.19,332.28,2025-02-08
8aaa5829-2371-475a-a6d3-7038326f0e01,Домогосподарство,393.53,41.64,2025-01-14
ea40cd37-0c75-4323-8934-d894eb68ba75,Домогосподарство,364.85,199.62,2025-02-06
e885448d-ecdf-4b21-bc9c-e189ed40c58a,Підприємство,2965.62,2177.2,2025-01-10
d9bb1143-2422-494d-b238-c4dec52a6c7a,Домогосподарство,400.86,111.84,2025-02-23
7778a9b4-6ba0-4627-b51e-7ccbf0b458f4,Підприємство,1579.31,1456.2,2025-03-02
f708a8c0-8317-4b8d-9b1e-edf4ebfeec68,Домогосподарство,439.73,63.54,2025-03-01
3f4ba884-b7a6-4900-b4c6-98b8e4b68764,Підприємство,3945.69,210.33,2025-01-27
65e59df8-d434-403f-a7c2-5ebe5ae7923f,Домогосподарство,326.93,161.36,2025-01-30
5971cce2-549c-4eb9-bd89-a24c00d6d726,Підприємство,2842.57,1313.16,2025-01-09
1dbddd13-692e-490d-aee4-272e5b7c713b,Підприємство,4773.88,2966.51,2025-02-28
7ac44d32-168b-4002-bd3b-1557c5e00105,Домогосподарство,234.38,131.33,2025-01-18
d32458dc-4000-47ab-90a7-d09397bd76f3,Підприємство,3764.74,964.61,2025-01-06
a7b3eb7f-f635-450b-ab22-af4423ac6cfa,Підприємство,4281.93,344.93,2025-02-24
c0aac2e6-9517-4e74-9c8c-2b6a078c102f,Домогосподарство,497.9,88.06,2025-01-21
5d139c2b-e5db-4cad-94b6-ef5e987d8334,Домогосподарство,233.04,157.2,2025-01-27
fed113c8-dfb2-4306-a4c6-f90a1ad13789,Підприємство,2674.75,196.43,2025-03-03
e363808b-eafd-43e7-ad24-7b3aa20cfc3a,Підприємство,1133.74,364.74,2025-03-02
977c7787-c20b-4802-83df-32ddd970e9c9,Домогосподарство,261.25,23.35,2025-02-07
a177d722-470c-4397-8d2b-73e89de92c43,Домогосподарство,179.83,53.58,2025-02-24
18724bef-fb2a-4e07-bc35-c6deea450d5b,Домогосподарство,161.77,152.71,2025-02-11
b4f27397-139a-4141-8985-791bdaaad719,Домогосподарство,265.62,42.22,2025-01-18
7241940e-9fd0-48f2-9a7a-b7f3cd82e5b5,Підприємство,4723.91,3751.72,2025-02-18
4bb6177d-b231-47ca-a467-ec0ae518c23a,Домогосподарство,408.92,335.12,2025-01-09
ba1a5bd6-4470-4985-a125-d97c085d84c3,Домогосподарство,234.38,199.11,2025-01-21
d7964fd2-a195-4ac3-a79a-d23ec9ea5cbf,Підприємство,4317.27,665.29,2025-01-16
f9d9961d-66bb-40be-9586-bbba6e715621,Підприємство,2425.04,1912.85,2025-02-02
12cf85f6-e1a1-48e2-8168-78b8d71615d0,Домогосподарство,198.91,194.69,2025-02-01
1ca44a11-a09c-429d-b5bf-04362e84334f,Домогосподарство,369.85,31.12,2025-01-07
27364f3d-e1db-478d-9067-40f35b8f99f8,Домогосподарство,466.44,172.26,2025-01-14
b3b0125c-9c5e-4394-90c6-12e337ec78e8,Домогосподарство,306.27,255.96,2025-02-04
4cef6771-c781-4795-9a49-cfc748746398,Домогосподарство,351.85,162.68,2025-02-21
b3a72b05-6456-4175-86e0-e5c47747bb70,Підприємство,1238.91,420.5,2025-02-12
88f85bc3-a959-496f-94f9-c36b1abc96f5,Підприємство,2032.1,1853.28,2025-02-10
87e8e504-b8f2-4a76-aea1-6f15b91108c0,Підприємство,4270.37,1794.81,2025-01-26
80e96242-ddc8-4d50-b080-bb0ed92802e6,Домогосподарство,382.55,144.2,2025-03-02
3cb43f16-7661-4241-9253-6b99ccb152aa,Підприємство,1147.48,1027.57,2025-02-26
60a5e20d-b27d-44d0-a65a-169e9add7c26,Домогосподарство,390.0,43.88,2025-02-01
53d0de99-6871-4bd3-ac37-486a565c2f75,Підприємство,4957.68,3563.98,2025-02-18
2d4e085b-104a-4e7b-a02d-80331abdad53,Підприємство,1544.72,1162.89,2025-02-23
9e18a919-28f6-4773-af2e-c791b9036151,Домогосподарство,318.06,25.81,2025-01-29
9f56c800-85e7-486a-905d-ca2849b5f7c6,Підприємство,2591.2,576.85,2025-01-18
830037b6-fdd5-450e-a58c-ad4c0db30cff,Підприємство,1707.44,318.53,2025-02-12
d4994508-32dc-4a96-bf94-99c5452450d8,Підприємство,3031.85,70.84,2025-02-15
e23832a8-18b1-40a4-8ce5-086198624f44,Домогосподарство,366.88,190.4,2025-03-03
d05d115e-b90e-4bc4-80a5-2badd4b05d6d,Домогосподарство,113.12,53.91,2025-03-03
43bdd9b4-003f-41e8-a967-c29bc674b03e,Підприємство,2207.11,1893.35,2025-01-12
4622dc19-8ff3-4ffc-8ab3-0c2b33b097f2,Підприємство,2048.57,1940.93,2025-01-04
68e1a08a-c61f-44da-863f-9634ef1e3307,Домогосподарство,209.94,7.35,2025-01-08
946aec3a-aae2-4cac-bfd8-f91054996c6d,Домогосподарство,58.26,37.24,2025-02-08
0c4e887c-ba72-49d8-a570-e573e6c89617,Домогосподарство,101.38,84.26,2025-01-26
c3563016-73d1-4e3b-9054-daf1aa33cf0b,Підприємство,3010.78,2210.14,2025-02-25
9813b471-f7c5-4423-a6b2-1f5ef059d17a,Підприємство,4212.73,3341.59,2025-01-01
2574fbe9-4424-4e87-9ade-ba9561f31345,Підприємство,1612.53,77.01,2025-01-17
e74a6f15-ddc0-404d-9e3a-fd0b0a018209,Домогосподарство,250.04,184.5,2025-01-22
27bf0d3e-f857-4c3d-a943-2eb3db219687,Домогосподарство,70.01,26.05,2025-02-19
3f01d80c-dac1-4198-ae49-ea0d422e3e28,Домогосподарство,167.97,94.26,2025-01-16
9f241e41-3c47-423d-9051-a4bd550ecc17,Домогосподарство,130.1,55.34,2025-02-22
3857fa77-2882-4f0a-8878-ff365bee2b4f,Підприємство,1032.42,258.78,2025-02-04
6faba54a-84dc-49be-b83b-180092a1ccdc,Домогосподарство,143.52,71.45,2025-02-10
2ee1c37a-57af-4f39-950a-092838d73c0a,Домогосподарство,149.77,34.93,2025-01-17
5f933a5a-3cd7-4725-b356-de5405c06954,Підприємство,3521.9,2097.66,2025-01-16
4d1b124f-48ae-4be1-846e-6cf4873e1c94,Підприємство,3458.52,1502.41,2025-01-14
62bef554-e5f2-4503-997e-725ba79fa6f5,Підприємство,3823.74,2413.01,2025-02-24
dec794c4-9782-48d4-a34b-d4c424221cc2,Підприємство,2123.09,306.9,2025-01-06
8e1afa88-c3b9-4b05-9957-2f68cf88e9e7,Підприємство,2532.97,2397.7,2025-01-25
650a44e8-03d3-40e9-b87c-192cc2b3af0f,Домогосподарство,186.65,91.58,2025-03-02
d4fe3798-f928-435d-a24f-52eb7ea72d68,Підприємство,3421.45,2583.82,2025-02-12
48f6758c-f50d-4ac2-9e4a-3a3edc8d186f,Домогосподарство,65.37,18.75,2025-02-07
469110e3-06c3-475a-b34d-c384fc60faa6,Підприємство,2424.82,2147.9,2025-02-09
ca77a85d-43eb-4baf-9ca2-c69bf1ea6dde,Підприємство,3321.6,95.63,2025-02-07
0c527b67-f75b-4081-8eac-a92e75513eb0,Підприємство,1286.08,1172.09,2025-01-09
02800886-8cd4-4df4-9ca2-c1345a0d3027,Домогосподарство,392.98,334.7,2025-01-12
c55b761e-2233-4793-86cb-a8ee56ca46ba,Домогосподарство,268.81,109.37,2025-01-04
d8b03657-75d4-4ed4-9e16-408c7c9377b2,Підприємство,4421.65,3167.06,2025-01-23
439d9e98-8019-47c7-817b-713001319c35,Домогосподарство,373.17,20.85,2025-02-21
fb91b9e4-b12c-4a76-a6f4-21f9561af259,Підприємство,2444.83,931.95,2025-02-22
4586091b-97df-4533-bdf7-b2660196ae6d,Домогосподарство,58.36,31.86,2025-01-09
aa8be051-b1bd-4947-84c9-ae161989aef0,Домогосподарство,95.11,20.44,2025-01-23
fb57bd2d-da58-457c-8277-5b4e3abbe99e,Домогосподарство,259.61,217.72,2025-02-18
b1602fb5-3a74-44bb-9f23-b14824b29419,Домогосподарство,358.4,95.91,2025-01-07
90081889-4a38-4864-af5f-b3bd7b56e7df,Домогосподарство,412.53,289.01,2025-02-19
3bb42595-675a-4eb8-8d7f-ab92da8b40fe,Підприємство,3776.7,1052.02,2025-01-25
64750b28-8f70-4721-a556-11fd4e3fe891,Домогосподарство,172.47,79.98,2025-02-21
a9a3a04f-2163-4934-84d1-b57b409bf09d,Домогосподарство,76.88,46.91,2025-02-08
304bba94-4c03-4ef2-aaa6-17a6cdfae017,Підприємство,3416.67,2699.07,2025-01-24
8f96ec03-e9c6-497d-bfc7-5ec363b52b6b,Підприємство,4011.61,405.84,2025-01-06
ace2fae3-bbbe-4fd4-b95f-f63d2d623050,Домогосподарство,305.03,175.09,2025-01-14
fa167f80-9b14-43ce-a1c3-7849ff77d1bb,Домогосподарство,469.14,152.55,2025-01-04
8cd9fa55-e41b-404c-85af-39e2edac4135,Підприємство,4473.02,1784.68,2025-01-24
1f7211a6-db83-49f5-ba52-1b3181c02087,Домогосподарство,457.91,375.13,2025-01-23
ac35d783-d5b0-42b7-a9f8-a9ed0ea5a314,Підприємство,2357.99,456.97,2025-01-08
402b513f-75fb-4dcd-af12-7b3afac48490,Підприємство,3361.76,1898.17,2025-01-01
6b567b2b-f0ec-4750-a65a-8de8241ae14c,Підприємство,1184.66,45.07,2025-02-08
9fe885de-a3cf-4c30-a8d7-1bd1b60b90c6,Домогосподарство,361.89,108.58,2025-01-22
a6f702b0-15f5-4c64-8f53-ae95449cb299,Домогосподарство,464.18,337.1,2025-01-04
78f260f7-d1d7-4ee0-a798-7143c2723642,Домогосподарство,302.23,85.6,2025-02-27
23aad801-c763-4a70-a9b8-80f9f32edc53,Підприємство,2847.37,34.35,2025-02-02
08c8e591-1112-46b7-b0db-968e54c361a1,Підприємство,1498.99,176.25,2025-02-01
d5f27086-8671-4d20-b173-33707fa5e1ab,Домогосподарство,261.6,219.94,2025-01-23
74504e58-7db2-4b62-b89c-a9cd9a7f3c65,Підприємство,2251.16,1247.55,2025-01-30
dfabf7e0-ab3f-45dc-b782-ce8fa1fefdfc,Підприємство,3724.17,2413.12,2025-02-02
9bc42d9c-a1dc-42be-9c06-f45d5f0e3b80,Підприємство,2838.35,2833.99,2025-02-04
ec0c205e-6334-479b-8d0c-07e94667cced,Домогосподарство,466.39,191.03,2025-01-05
0907c489-df59-4f32-9f54-08ca20009272,Підприємство,1342.11,874.69,2025-02-26
ab641999-98e1-418d-abf0-0c1d4c59e158,Домогосподарство,193.83,23.76,2025-01-17
44e7ecee-01cd-4f13-9f29-f64afa43f530,Домогосподарство,483.93,185.66,2025-02-05
27b8dc84-e020-481f-a4bf-9fa2a236ba4e,Домогосподарство,301.06,252.8,2025-02-26
0e56c5b8-264e-4efd-92fb-49c2304bc156,Домогосподарство,363.96,162.06,2025-01-26
07671cbd-ee71-4496-b041-e26b9cf4b425,Підприємство,4777.06,705.49,2025-01-11
a1ae6d49-4885-483c-8809-a84509906d6c,Підприємство,3473.77,2885.45,2025-01-27
661fcfe1-d2e0-4fef-a0da-0dd9142bf532,Підприємство,1958.39,725.5,2025-01-17
e5f7cfee-07c6-4298-a9a1-a6e0bcb4c466,Домогосподарство,237.89,96.13,2025-02-24
1fd83acf-d8a8-49fc-821a-ebfbf4b0ddc2,Домогосподарство,449.37,35.74,2025-02-03
ab1b0b18-64ea-4f08-a365-a81db6bd8dbd,Домогосподарство,214.5,33.36,2025-03-03
743ecee5-3bce-4afc-acad-108388826ff4,Підприємство,3289.18,290.43,2025-02-17
f8ab5d7a-39e4-47a6-9a84-e18fe43699ae,Підприємство,1420.18,1335.41,2025-02-09
844c36d9-35d9-4117-b55d-a56470f563aa,Домогосподарство,482.76,280.57,2025-01-27
e1f2f7cb-a236-472d-924a-00865e7ab397,Підприємство,2170.08,486.08,2025-01-03
9d1f61ac-3118-4ab3-8f53-a968c43beec9,Підприємство,2415.49,161.94,2025-01-14
bfdf4354-68f6-478c-b3d6-ec8ce160cf99,Підприємство,2315.47,38.77,2025-02-18
43bcdc9d-c455-4bb6-8490-e6c038858709,Домогосподарство,245.58,49.25,2025-01-23
040b84c5-fbdd-4163-8ba4-38f621285778,Підприємство,1783.4,84.86,2025-03-03
3413458c-cfbc-4b03-9e91-ac44ddae2121,Домогосподарство,72.47,49.4,2025-02-27
718a7bdb-99cb-4a7f-9f0c-80351defe509,Домогосподарство,333.03,113.18,2025-01-15
77164c7c-f710-4c79-96b9-5be89ec7cc38,Домогосподарство,147.0,69.44,2025-01-27
dfbbb13c-d6e2-43a8-a7c7-860080c23acb,Домогосподарство,418.6,278.8,2025-01-11
28459467-3ff0-48bc-a443-55cd9819eb38,Домогосподарство,141.12,87.58,2025-01-04
7c6c55a8-2045-472d-bab0-fb056ab243db,Домогосподарство,410.04,297.36,2025-01-23
4d4251b0-5af5-4358-8565-1b6f9cb9e26b,Домогосподарство,108.66,97.25,2025-01-15
38487b5e-73a7-446b-9e81-29399c3bb3f5,Підприємство,4519.98,4127.08,2025-01-24
3b62d45c-d927-4f1d-95a9-4670ccd9d746,Домогосподарство,460.35,232.56,2025-02-23
95f8fc4c-b811-4115-abb4-fa7ae16cde4d,Домогосподарство,428.45,271.55,2025-02-07
2da0f636-2d94-44e5-9c13-aada89e557be,Домогосподарство,262.38,123.99,2025-03-03
ea17df54-1289-4315-88c8-0caecbec6b3f,Підприємство,1112.06,162.94,2025-02-24
64a2fa9a-6c65-49f2-96db-61f84fe2e154,Підприємство,4367.31,992.05,2025-02-06
9939317c-bbb3-4e9a-a044-379f3d1e00aa,Домогосподарство,147.78,37.26,2025-02-02
1ebc69d3-1067-4482-ab85-140c24d3237a,Підприємство,3787.94,1483.4,2025-02-02
d79edfb8-9b3f-4f68-975a-8f3dbc121ffe,Домогосподарство,305.87,11.62,2025-01-24
7f96e65c-9030-49d5-a6bb-acb8c4482859,Підприємство,3571.36,3428.65,2025-02-26
041c221b-2283-4119-b183-1b23c5cb8ceb,Підприємство,4553.41,649.8,2025-02-19
f33cce0d-9634-4a6e-9b85-57bb8180f0db,Домогосподарство,102.58,86.35,2025-02-05
56ef020e-4558-4e98-8048-f61008369708,Домогосподарство,199.38,166.15,2025-02-28
5860b82a-e6b0-4ca8-be15-dcf503d6e0c1,Підприємство,3950.92,421.21,2025-02-28
8b203615-8e3d-49ea-a54a-ef9002a9100a,Підприємство,4208.67,3273.87,2025-02-07
1b0c820d-b2d9-487a-a3c2-75ce1b01929e,Домогосподарство,213.46,46.54,2025-02-12
9698b36f-bdee-41f9-a943-51b269798218,Підприємство,3086.49,806.72,2025-01-20
af134f88-1f37-4b7c-8929-06b4ff16347e,Підприємство,1291.83,963.16,2025-02-14
a2f29519-f7e2-4971-9ca8-f05c9494fae5,Підприємство,4714.38,4208.51,2025-03-01
0d58a444-155a-4cd1-ad15-5c01e902c536,Підприємство,4013.73,1791.35,2025-02-01
7c959505-e1ae-4f79-b3d1-cb02f5875a01,Підприємство,4397.16,3078.59,2025-01-23
d7d0387f-03cb-4152-a368-b4aaba24b482,Підприємство,3074.5,2772.78,2025-01-17
1b302547-5ef1-488b-befa-ae7d2933dbc4,Домогосподарство,383.31,223.51,2025-01-21
9111826d-a824-4ba5-b76d-84365f31a005,Підприємство,4338.82,561.37,2025-01-21
59fc948b-e565-4bd7-9408-a82066cbcdfe,Підприємство,4009.31,73.65,2025-01-15
47d19413-20b2-458f-860b-7b843ea17b46,Домогосподарство,377.36,348.12,2025-02-01
5496d48c-4cc2-44a2-82b6-8d122fd9a0d1,Домогосподарство,221.41,6.57,2025-01-28
516aed08-08fc-487e-9a30-5172b3bafa17,Підприємство,2350.71,350.21,2025-01-25
66669745-0667-4f06-bcb6-449c7ba9075d,Домогосподарство,488.69,188.99,2025-02-11
28234ac5-6f0d-4cea-a754-94fba19d796a,Домогосподарство,374.46,7.02,2025-01-17
3311d0e1-6325-43fa-9dd3-f594a47489ee,Домогосподарство,156.56,60.0,2025-01-30
244bd7b1-2d6e-4823-a2b5-2e51861d1d10,Підприємство,1368.84,191.22,2025-02-17
c8385bb5-a2bf-4d63-a5a3-5038c1b98992,Домогосподарство,238.18,35.06,2025-01-11
1a75df2c-a862-46fb-adeb-dc46117b0081,Підприємство,3001.06,2474.39,2025-01-07
3702df5d-f212-400c-a75c-955ab7024c3f,Підприємство,2028.2,661.99,2025-01-30
c401018e-f1c0-4a31-a56e-8c48915c7ba6,Домогосподарство,444.32,130.55,2025-02-23
677cf1d0-640c-4755-a4ad-5c027ecd31b8,Домогосподарство,267.9,72.78,2025-02-02
fff2b4d7-d55f-4ef4-a94c-08ae4b4900b6,Підприємство,4118.15,797.19,2025-02-28
d8aa3169-87bb-4dce-b75a-807bd2a02f8a,Домогосподарство,159.14,43.55,2025-01-15
2159ae46-56fa-4e05-ae85-6e9ef37e9b04,Домогосподарство,210.05,182.4,2025-01-17
3ef6ce2e-1f95-4b9c-bf79-401f307c6fb4,Підприємство,4551.07,1806.7,2025-01-31
3f417f4f-3fc8-4dad-815c-7a0badfe3a95,Підприємство,1731.15,312.79,2025-02-01
a57b87ec-895a-4107-961e-af8a81b6e1d6,Домогосподарство,231.91,177.71,2025-02-19
4985b388-c0fb-4f19-bdaa-7de7e4d6e8dd,Підприємство,1084.81,821.39,2025-02-28
06278840-76a9-4719-880d-fab7872b7db5,Підприємство,4372.97,3109.11,2025-01-07
f1e45165-f6d2-458c-8745-6623bebd1cd5,Домогосподарство,87.45,34.27,2025-02-18
d2c1a3ea-0400-47ce-bff1-9c5f89b16f7b,Підприємство,1486.62,3.69,2025-01-27
49060867-e2bd-497a-825b-77a7b5e91ecb,Підприємство,3700.03,3203.65,2025-02-03
a716ab0e-07fc-4ea3-9651-443b015a7982,Підприємство,2379.22,938.0,2025-02-22
b35a0332-8e10-4e17-8e91-0d8865edfb4f,Підприємство,1277.99,566.32,2025-02-24
873576cf-d12a-4f7f-9666-d1831f0e1c99,Підприємство,1170.76,1104.03,2025-02-05
857e5e0e-cc4c-4461-b6c9-f4731a4fee82,Підприємство,4008.11,3182.07,2025-01-27
da94cc47-aa73-45f3-8318-782851acb467,Домогосподарство,230.94,229.55,2025-02-20
73079daa-3b6d-490f-abc2-b22f8f46ac9a,Підприємство,1675.77,621.41,2025-01-19
4263552b-76bc-4c23-8b1e-ef8c50b3e945,Домогосподарство,135.07,91.26,2025-02-24
17985758-199a-446d-989b-9a09b1b042cd,Домогосподарство,355.66,245.28,2025-01-12
a9c902e3-3d87-4336-b4ab-c548896d410a,Домогосподарство,470.48,413.91,2025-01-16
62c6ffbd-3755-48fb-a4a5-929c3ad7b806,Домогосподарство,246.51,146.7,2025-01-08
090ed1c5-2988-4a90-99b5-155aa2783cde,Домогосподарство,339.07,200.68,2025-01-09
5739022c-4260-421d-a0b0-f2b08ea6e21f,Домогосподарство,129.77,50.32,2025-03-03
4b8687f4-3539-4d3b-8366-0bb9722aa285,Підприємство,4461.8,3531.94,2025-02-07
00220fe5-3e55-4815-9494-ecbfce13c3b8,Домогосподарство,355.93,76.56,2025-02-13
8d4c439e-57ba-4be0-b0db-c6b3bdd3ab81,Домогосподарство,72.24,19.41,2025-02-22
86676c30-c3e4-40ef-871f-0978da9f6993,Домогосподарство,69.76,60.14,2025-01-30
66f676d3-6d83-435d-b202-7b8804ed7828,Домогосподарство,157.76,22.75,2025-02-12
cde62e80-c4b3-43e4-83f8-9396e371a29f,Домогосподарство,138.21,47.96,2025-01-12
1b898d9f-65f5-4785-ad1d-cbed8c2e6389,Підприємство,2756.79,2191.38,2025-01-25
02e9f7be-a69a-44c1-8450-01229758de83,Підприємство,3610.6,3306.09,2025-02-20
d44612f8-5583-4961-9073-1e4b893a5bdd,Домогосподарство,177.0,142.23,2025-01-26
d268f162-e9be-4dea-b240-ed6e124b3533,Підприємство,2606.2,609.57,2025-02-05
ddfdeeaa-09c7-4bb6-9385-04cb05633f70,Підприємство,2281.36,1881.37,2025-01-08
72a17fc9-e52a-4a0d-9b4c-c58394f6cf91,Домогосподарство,397.67,267.92,2025-01-30
8c2b7092-bd03-4645-a9be-ab0034db7053,Домогосподарство,182.03,153.92,2025-01-16
2d2cfad7-0060-4718-ab2c-b4e266b8cf69,Домогосподарство,272.89,195.82,2025-02-26
8513ebac-1f58-4605-8dec-901ee8d0a239,Домогосподарство,109.61,66.75,2025-02-10
37d9161b-e1bf-4fa1-a015-9093b3d018ac,Домогосподарство,462.83,360.38,2025-03-01
9e8b6233-a348-4156-8a8f-535004e9dc19,Домогосподарство,399.48,187.24,2025-02-01
8fe5da07-2134-415a-8f52-48c24ac038d0,Домогосподарство,181.95,20.35,2025-02-01
a84e16a7-8110-423c-a73f-b9dbdac40186,Домогосподарство,67.88,17.11,2025-02-07
dbd6b705-3998-4524-80ee-e1f7a01beb5e,Підприємство,2405.27,120.29,2025-01-30
3433ac9a-8649-45d4-8cf5-96aad15cd138,Підприємство,2392.87,583.94,2025-02-06
68aaa870-1a4d-4f68-977f-c578125e0fac,Підприємство,4750.95,450.37,2025-01-15
c854bca9-4e1d-4c13-a349-05237e95421e,Підприємство,1117.38,886.12,2025-02-02
40823a62-c198-4455-8b0f-e020eadc246e,Підприємство,3410.41,1767.53,2025-02-27
83fb0b50-b5d8-4629-9642-c255176dba92,Домогосподарство,198.57,91.32,2025-02-01
